,Region,Customer_ID,Customer_Name,Gender,Age,Credit_Type,Credit_Amount,Interest_Rate,Loan_Term_Months,Start_Date,Payment_Status,Occupation,Account_Balance,region,district,district_population,branch_count,clients_in_district_rows,active_clients_district
1111,Namangan viloyati - Pop,6499e6e4-0d42-4fc2-93e0-8387db4b169e,Kimberly Bowen,ayol,26,Ipoteka,380275854,11.81,36,2022-04-13,To'langan,O'qituvchi,53099661,Namangan,Pop,440092,5,239,25049
1112,Navoiy viloyati - Zarafshon,3ac156d9-7a8f-4491-8d33-c92cc01924da,Randy Webb,erkak,65,Biznes,308595451,12.16,12,2023-10-24,To'langan,O'qituvchi,53112194,Andijon,Asaka,302451,3,236,42183
1113,Jizzax viloyati - Do‘stlik,3b9473f1-622f-415d-8063-7cd37b1c3190,Diane Miller,ayol,20,Fermerlik,494368037,10.34,24,2022-12-30,Kechikkan,Talaba,8186259,Samarqand,Oqdaryo,212559,3,113,26189
1114,Samarqand viloyati - Kattaqo‘rg‘on,4b42212f-2cc3-49be-8014-7c7e44442478,Ryan Smith,ayol,32,Ipoteka,113223636,18.78,72,2023-12-07,To'langan,Boshqaruvchi,22410409,Sirdaryo,Shirin,77686,1,255,9183
1115,Navoiy viloyati - Qiziltepa,9b895952-34d2-4a59-a78e-dedcbc651a5d,Connie Gibson,erkak,52,Avtokredit,153840163,23.41,72,2021-02-02,Jarayonda,O'qituvchi,70040265,Samarqand,Pastdarg‘om,105713,2,132,15720
1116,Buxoro viloyati - Buxoro,a5b754ab-b574-4aa5-918e-23c42c25b44b,Lisa Johnson,ayol,21,Ta'lim,350380294,21.6,48,2025-05-18,Kechikkan,O'qituvchi,81362244,Fargʻona,Farg‘ona,152849,2,234,5735
1117,Navoiy viloyati - Zarafshon,8cfc4968-5041-47ad-b6bd-31b9991a5727,Marcus Hoover,erkak,47,Avtokredit,92440236,13.21,24,2021-05-30,To'langan,Fermer,91990011,Jizzax,Do‘stlik,92508,1,249,6524
1118,Surxondaryo viloyati - Termiz,f67896d1-0595-4aad-b5ea-39e8847b2028,Nicole Jimenez,erkak,37,Avtokredit,145959229,22.41,60,2023-09-14,Jarayonda,O'qituvchi,15707091,Toshkent viloyati,Yangiyo‘l,9906,0,127,324
1119,Qoraqalpog‘iston - Nukus,bf4a7226-ded8-4e88-90f4-5ef87c4e27eb,Hunter Simmons,erkak,39,Fermerlik,332710034,16.24,60,2024-12-18,Jarayonda,Tadbirkor,16965404,Fargʻona,Qo‘qon,283539,4,211,26120
1120,Sirdaryo viloyati - Shirin,ebb4174a-74a6-4ba6-b0fb-e721bd38db45,Maria Fox,erkak,21,Fermerlik,100762737,21.66,36,2025-05-11,To'langan,Boshqaruvchi,80069537,Xorazm,Yangibozor,315273,3,232,3499
1121,Namangan viloyati - Pop,24e40e62-702d-4dc8-bc82-386e3e7dddb7,Mr. Colin Mendoza DDS,ayol,44,Fermerlik,216029585,15.2,72,2021-04-30,Jarayonda,Boshqaruvchi,62493419,Buxoro,Kogon,49512,0,236,4431
1122,Namangan viloyati - Pop,aa674723-7de3-46f6-9219-54861ed379f6,Jason Tran,erkak,44,Ipoteka,455053125,23.43,36,2023-12-12,To'langan,Fermer,24175116,Toshkent shahri,Chilonzor,269202,3,87,31888
1123,Farg‘ona viloyati - Farg‘ona,a6190066-7c6c-4d2a-8ddb-6a8b1b699d5e,Luke Roach,ayol,18,Ipoteka,115930380,24.9,72,2021-07-03,Kechikkan,Talaba,47872733,Xorazm,Urganch,236963,3,257,4614
1124,Sirdaryo viloyati - Shirin,5bbab4a4-1c1f-4939-9ab2-57084a10a30b,Christina Russell,ayol,36,Biznes,487776051,24.15,60,2021-01-02,Kechikkan,Ishchi,72525787,Surxondaryo,Denov,128469,1,219,5813
1125,Andijon viloyati - Andijon,e3f83124-7c83-4996-acdf-5291dda055b3,Madison Smith,erkak,31,Fermerlik,137835450,17.96,12,2024-09-16,Jarayonda,Talaba,88385345,Toshkent viloyati,Bekobod,360270,5,102,12267
1126,Xorazm viloyati - Yangibozor,7cf083c6-e47f-49d8-b131-e0ec638e558c,Melissa Cunningham,ayol,67,Ta'lim,87112069,19.16,24,2021-10-08,Kechikkan,Tadbirkor,51804582,Namangan,Pop,440092,4,239,25049
1127,Qashqadaryo viloyati - Yakkabog‘,fa7c0f54-e3ca-42d9-824b-ad0c9639188f,Stephanie Lucas,ayol,69,Ipoteka,413044255,24.17,24,2024-08-14,To'langan,Talaba,67584557,Sirdaryo,Sirdaryo,115267,1,238,4878
1128,Surxondaryo viloyati - Termiz,736d65f7-7b4f-4f3a-b0c4-27ae24399eee,Donald Silva,ayol,21,Biznes,330291071,23.3,12,2022-07-03,To'langan,Tadbirkor,21756145,Toshkent shahri,Mirobod,356475,4,104,9667
1129,Surxondaryo viloyati - Denov,c576eafb-7d96-4b72-a66d-8e675130ec11,Jonathan Carter,ayol,33,Biznes,322851313,15.51,72,2025-09-12,Jarayonda,Talaba,36738554,Samarqand,Oqdaryo,212559,3,113,26189
1130,Surxondaryo viloyati - Termiz,4424f517-019a-4bc0-aa04-8e2dbf8f433a,Dr. Michele Christensen,ayol,24,Fermerlik,399290333,19.8,24,2024-12-15,To'langan,Tadbirkor,66741039,Namangan,Namangan,54601,2,222,2839
1131,Qashqadaryo viloyati - Beshkent,77c83d8f-d05b-4297-9650-cfecd12c9396,Rebecca Rodriguez,erkak,27,Ta'lim,361702078,11.44,60,2024-02-16,Kechikkan,Fermer,89937544,Qoraqalpogʻiston Respublikasi,Chimboy,280515,4,257,13819
1132,Surxondaryo viloyati - Sherobod,d3eebef1-3ba5-4bc9-b6d3-6054ebb0b2a5,Tara Spencer,ayol,64,Avtokredit,45348315,19.43,60,2024-08-13,Kechikkan,Fermer,53986127,Navoiy,Qiziltepa,13911,0,247,598
1133,Sirdaryo viloyati - Guliston,61e29b08-be99-48ff-a26f-def3e58645fb,Angela Alvarez,erkak,68,Ipoteka,287044310,18.88,24,2025-03-23,Kechikkan,Boshqaruvchi,2940722,Fargʻona,Marg‘ilon,251803,3,266,15042
1134,Surxondaryo viloyati - Denov,9f7b9b95-de64-430d-bba9-bbc39585a6a8,Shane Johnson,erkak,54,Biznes,434477189,17.44,24,2025-09-17,Jarayonda,Fermer,26961391,Toshkent shahri,Mirzo Ulug‘bek,2171,0,101,261
1135,Sirdaryo viloyati - Sirdaryo,eeedab95-567e-4075-8c68-c96653035243,Andrew Parks,ayol,40,Biznes,415288735,21.72,72,2021-12-23,To'langan,O'qituvchi,17613304,Buxoro,Buxoro,1000,1,218,59
1136,Toshkent shahri,83d6ba36-0d25-45b4-a58d-6335a397376d,Rebekah Bowman,ayol,55,Ipoteka,100196483,13.84,24,2024-03-16,To'langan,Fermer,53646602,Qashqadaryo,Yakkabog‘,27717,0,77,3060
1137,Qoraqalpog‘iston - Chimboy,7378f049-f2a4-4d46-9998-8fa889eff402,William Evans,erkak,60,Fermerlik,292879412,16.01,12,2022-02-23,To'langan,Tadbirkor,7814518,Surxondaryo,Denov,128469,1,219,5813
1138,Qashqadaryo viloyati - Shahrisabz,da65ffad-2fb3-4238-ad40-bf91a9df9de0,Douglas Stewart,erkak,46,Ta'lim,59680112,14.72,60,2021-08-18,To'langan,Talaba,38641600,Navoiy,Qiziltepa,13911,0,247,598
1139,Xorazm viloyati - Urganch,9eeb0c2b-10db-402c-ac68-e335eb97ff2f,Jesse Watts,erkak,43,Fermerlik,223947345,21.05,60,2022-11-20,Kechikkan,Boshqaruvchi,79593881,Navoiy,Qiziltepa,13911,0,247,598
1140,Buxoro viloyati - Kogon,9c94f826-105b-4455-886b-0e9f06a2f7ba,John Adams,erkak,47,Biznes,43076404,17.34,72,2022-12-22,To'langan,Fermer,97003601,Buxoro,G‘ijduvon,62601,2,233,6501
1141,Sirdaryo viloyati - Sirdaryo,c16a99d9-b522-4153-ba71-369cd7704de9,Judith Peters,erkak,33,Avtokredit,304905398,10.02,24,2025-05-08,Jarayonda,Fermer,65668142,Toshkent shahri,Sergeli,193458,3,98,4762
1142,Navoiy viloyati - Navoiy,2086ae97-711f-41e6-88c9-2d5c18b6d175,Kelly Carter,erkak,29,Biznes,64574219,20.87,12,2021-04-23,To'langan,O'qituvchi,17337203,Surxondaryo,Denov,128469,2,219,5813
1143,Qoraqalpog‘iston - Chimboy,a5ca5e06-a033-4830-b6fe-058cfea0f325,Randall Carlson,erkak,56,Ta'lim,294679278,22.47,12,2021-03-09,To'langan,Fermer,64290613,Buxoro,G‘ijduvon,62601,2,233,6501
1144,Qashqadaryo viloyati - Qarshi,78636e78-8754-4423-b83c-ecceda9152f5,James Barnes,erkak,22,Fermerlik,153230407,20.78,72,2023-12-25,Jarayonda,Talaba,71776513,Toshkent viloyati,Chirchiq,373498,5,131,24067
1145,Namangan viloyati - Namangan,77cd63a8-76de-4f5a-a882-10de4774ad66,John Bryant,erkak,23,Ipoteka,62097726,20.36,60,2023-01-29,Kechikkan,Fermer,43034324,Jizzax,G‘allaorol,17080,1,240,1129
1146,Jizzax viloyati - G‘allaorol,c0dde507-3419-4f8a-93a9-20dcf3807247,Ashley Ramirez,ayol,65,Ta'lim,186240593,17.46,12,2021-03-01,To'langan,Boshqaruvchi,88600348,Fargʻona,Qo‘qon,283539,4,211,26120
1147,Navoiy viloyati - Navoiy,ec74faa4-ce08-45be-871a-d810f741675c,Mary Ingram,ayol,49,Ipoteka,50171524,10.93,24,2025-08-09,Jarayonda,Talaba,76119021,Surxondaryo,Denov,128469,2,219,5813
1148,Qoraqalpog‘iston - Chimboy,b2c6a4f2-67b4-4e43-9eac-d64793fb3535,Elizabeth Bartlett,ayol,30,Biznes,204788406,19.43,60,2023-01-19,To'langan,Tadbirkor,20342059,Surxondaryo,Denov,128469,2,219,5813
1149,Qashqadaryo viloyati - Yakkabog‘,cb8c6f0e-4a1d-4d88-a21a-aae428116aeb,Dakota Hawkins,erkak,24,Ipoteka,81282727,11.75,36,2023-12-06,Jarayonda,Ishchi,88296386,Qashqadaryo,Nishon,37562,1,54,5248
1150,Qashqadaryo viloyati - Yakkabog‘,abe65fbb-0a69-40c5-92af-ef9b56a855b5,Katherine Hughes,erkak,38,Ta'lim,468196255,21.55,72,2025-01-25,Jarayonda,O'qituvchi,47735075,Samarqand,Samarqand,79667,2,126,9757
1151,Buxoro viloyati - G‘ijduvon,9c597ab6-b160-4b42-b3ce-798f92cbded1,Travis Rivera,ayol,58,Ipoteka,264341520,18.02,48,2024-05-25,To'langan,Tadbirkor,21898901,Qashqadaryo,Qamashi,34978,0,71,5168
1152,Jizzax viloyati - Jizzax,eb8ebeab-cb39-4688-8529-73c25dc5b63a,Ashley Sanchez,erkak,39,Ta'lim,30936485,15.46,12,2021-07-17,To'langan,Fermer,5756593,Namangan,Namangan,54601,2,222,2839
1153,Jizzax viloyati - G‘allaorol,bc8fe27a-ca55-468f-90fb-871c1c8bc08e,Allen Hawkins,erkak,40,Fermerlik,120340916,22.24,60,2021-02-03,Kechikkan,Talaba,9735310,Samarqand,Samarqand,79667,2,126,9757
1154,Surxondaryo viloyati - Termiz,a7ab6bf4-154b-4aa4-b2ce-81a401af2ea5,Kevin Bates,ayol,28,Ipoteka,440325115,23.99,48,2022-09-02,Jarayonda,Boshqaruvchi,29719596,Namangan,Chortoq,210264,2,236,9822
1155,Buxoro viloyati - Buxoro,7e1ef36b-9a59-487e-b498-53d017999ed7,Cristina Gomez,erkak,23,Avtokredit,435400246,21.59,36,2021-07-31,To'langan,Talaba,34601316,Samarqand,Samarqand,79667,1,126,9757
1156,Navoiy viloyati - Qiziltepa,ee64584a-9221-4527-a7d5-5364cb342e33,Luis Ray,erkak,67,Ta'lim,346378691,10.94,60,2022-02-18,To'langan,O'qituvchi,26040736,Toshkent shahri,Uchtepa,599036,7,85,57472
1157,Xorazm viloyati - Yangibozor,f9673282-3179-420e-b1c0-8ddcb984fecd,Stanley Medina,erkak,68,Avtokredit,101780379,16.76,72,2022-11-09,To'langan,Fermer,56139397,Toshkent shahri,Sergeli,193458,3,98,4762
1158,Toshkent viloyati - Bekobod,c8d4560e-5f40-41dc-90dc-19c9edb4923a,Maria Jones,erkak,58,Biznes,330316675,24.4,60,2021-03-13,To'langan,Fermer,74305132,Samarqand,Pastdarg‘om,105713,2,132,15720
1159,Xorazm viloyati - Xiva,8e2f6c63-6692-4c37-908c-dfec7ad084b2,Tracey Joseph,ayol,35,Ta'lim,50918827,11.71,12,2021-12-09,To'langan,Tadbirkor,27333931,Buxoro,Kogon,49512,0,236,4431
1160,Buxoro viloyati - Buxoro,228e3e84-01f6-4197-88d1-3ade6ca9df67,Amanda Mcguire,erkak,60,Fermerlik,131520855,10.2,48,2025-10-03,To'langan,Talaba,54423218,Xorazm,Xiva,26077,0,243,1762
1161,Xorazm viloyati - Urganch,045e1780-eb48-41c7-8224-3d3b22d2c129,Lisa Moody,erkak,69,Biznes,133145843,14.64,24,2023-12-15,Kechikkan,Tadbirkor,30694039,Sirdaryo,Guliston,55176,2,235,4862
1162,Namangan viloyati - Pop,ba017433-0aed-475b-bea6-e7e355d5b8d1,Marilyn Hawkins,ayol,26,Avtokredit,188989503,19.01,48,2021-08-19,To'langan,Tadbirkor,97467042,Qoraqalpogʻiston Respublikasi,Nukus,550856,6,230,52910
1163,Andijon viloyati - Asaka,9876b121-75cb-49ed-ac80-eea24e84ce67,Tracy Bradford,ayol,29,Ta'lim,81186560,18.82,60,2025-04-14,To'langan,Fermer,87705431,Toshkent viloyati,Bekobod,360270,5,102,12267
1164,Buxoro viloyati - Buxoro,ffb1caef-5ab0-4fbb-b73c-c98e1f15743c,Rebecca Woodward,ayol,23,Ipoteka,69952601,10.27,24,2024-08-27,Kechikkan,Tadbirkor,21172243,Sirdaryo,Shirin,77686,2,255,9183
1165,Andijon viloyati - Andijon,4577fcf3-45b2-4046-afab-6eb89493189d,Ms. Tiffany Ryan,ayol,27,Ta'lim,316847921,12.31,36,2020-11-16,To'langan,Tadbirkor,2531124,Namangan,Pop,440092,5,239,25049
1166,Navoiy viloyati - Zarafshon,4a82a024-0687-4e4f-b195-922c000bd5b4,Allen Jensen,ayol,45,Ipoteka,160659102,19.84,48,2023-09-05,Kechikkan,O'qituvchi,91408957,Samarqand,Oqdaryo,212559,2,113,26189
1167,Jizzax viloyati - Do‘stlik,5ae5de09-6678-4992-8f3f-8a48a566c3c7,Shawn Zhang,ayol,26,Ta'lim,164313728,22.6,60,2022-03-25,Kechikkan,O'qituvchi,49022812,Fargʻona,Farg‘ona,152849,3,234,5735
1168,Andijon viloyati - Asaka,ac8c4a0b-b4a5-415b-afba-ebad21521abe,Brittany Gray,ayol,57,Avtokredit,378552631,20.96,24,2023-10-03,To'langan,Talaba,43259228,Samarqand,Samarqand,79667,2,126,9757
1169,Navoiy viloyati - Zarafshon,466f7254-84e5-4aa7-9498-cb4c17ed1544,Kyle Lewis,ayol,44,Ipoteka,491816542,21.05,72,2022-06-03,Jarayonda,Tadbirkor,29239580,Toshkent viloyati,Yangiyo‘l,9906,1,127,324
1170,Qoraqalpog‘iston - Taxiatosh,b993400d-f4fe-421e-903c-15489ffbca43,Keith Bradley,erkak,27,Ipoteka,413910768,18.86,36,2020-12-15,To'langan,Tadbirkor,60221495,Toshkent shahri,Mirzo Ulug‘bek,2171,0,101,261
1171,Qashqadaryo viloyati - Qarshi,cec86045-ecf4-46e0-b594-8dbd0389ccc4,Michelle Johnson,erkak,20,Ta'lim,70686790,10.57,24,2021-03-04,To'langan,Ishchi,19423819,Xorazm,Xiva,26077,0,243,1762
1172,Xorazm viloyati - Urganch,cb1236e1-b62a-415d-829e-d175134c6423,Sharon Stevens,ayol,64,Ta'lim,300177442,24.14,24,2025-08-26,To'langan,Tadbirkor,40484099,Xorazm,Urganch,236963,2,257,4614
1173,Namangan viloyati - Chortoq,a824e6c2-d066-49d1-8ddf-69daae630e46,Dawn Reed,ayol,54,Ipoteka,463345953,11.46,12,2024-09-18,To'langan,Talaba,18542575,Buxoro,Kogon,49512,0,236,4431
1174,Surxondaryo viloyati - Termiz,53a767f0-4570-49ca-8e97-6a361e632741,Marie Green,ayol,22,Ipoteka,131657067,14.63,24,2024-10-14,Kechikkan,Ishchi,15422291,Jizzax,G‘allaorol,17080,1,240,1129
1175,Samarqand viloyati - Samarqand,d939748c-6030-4aa3-9d89-48e4d7ed5fee,Shawn Frazier,ayol,49,Ipoteka,167144486,20.41,48,2025-03-06,Kechikkan,Ishchi,96827619,Surxondaryo,Denov,128469,1,219,5813
1176,Samarqand viloyati - Nurobod,8ca15711-cdc6-4f45-8d55-ee117d72abaf,Andrew Lang,erkak,39,Avtokredit,366762873,10.21,48,2022-02-13,Jarayonda,O'qituvchi,66064754,Sirdaryo,Guliston,55176,2,235,4862
1177,Qoraqalpog‘iston - Nukus,dc67ce83-2872-4fd5-9e27-086c6de0ce71,Monique Hart,erkak,36,Ipoteka,17016983,14.78,72,2023-08-28,Jarayonda,Tadbirkor,89296502,Xorazm,Xiva,26077,1,243,1762
1178,Samarqand viloyati - Kattaqo‘rg‘on,41c5d935-513b-4ba5-a1e4-779c9433bf46,John Murphy,erkak,47,Fermerlik,33431841,11.23,36,2021-12-19,Kechikkan,Tadbirkor,42190968,Fargʻona,Qo‘qon,283539,3,211,26120
1179,Samarqand viloyati - Samarqand,c329fa79-da17-4b92-bff9-12de2540e1d4,Anthony Perez,ayol,69,Ta'lim,231009340,21.11,24,2021-12-29,To'langan,Boshqaruvchi,91432721,Andijon,Andijon,535564,6,230,5751
1180,Qashqadaryo viloyati - Yakkabog‘,d47c9ee3-1b52-403b-befd-9c1ac41409ed,Ryan Smith,erkak,30,Fermerlik,293112426,15.78,36,2025-06-05,To'langan,O'qituvchi,82192193,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
1181,Surxondaryo viloyati - Denov,37e5d221-32e2-4216-b792-24be81bd3b3b,Misty Chang,erkak,58,Fermerlik,192564943,19.25,72,2020-12-28,To'langan,Tadbirkor,55701513,Andijon,Asaka,302451,3,236,42183
1182,Sirdaryo viloyati - Sirdaryo,efd4ef7f-8434-46d3-8398-ab4ef46ec780,Amy Bailey,erkak,49,Ta'lim,232130077,20.66,36,2024-05-27,Kechikkan,O'qituvchi,16967687,Sirdaryo,Shirin,77686,2,255,9183
1183,Navoiy viloyati - Zarafshon,cda8842a-34ce-48e7-9a6b-a00dae2385e4,Corey Cantrell,erkak,62,Biznes,202696740,24.48,60,2022-11-08,Jarayonda,Boshqaruvchi,82993158,Navoiy,Navoiy,40472,0,231,4876
1184,Qashqadaryo viloyati - Shahrisabz,32215f75-b58f-4aa0-9917-522582a700d1,Bryan Myers,erkak,36,Avtokredit,102830677,16.34,60,2024-08-10,To'langan,Ishchi,8107231,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
1185,Toshkent viloyati - Bekobod,081dfe4c-fc76-4acf-ae48-a25e2b7661a0,Christine Mann,erkak,48,Fermerlik,498476968,23.84,12,2022-06-28,Jarayonda,Tadbirkor,20188806,Andijon,Shahrixon,337056,4,228,20126
1186,Qashqadaryo viloyati - Koson,c0c0c51e-aa1b-4fda-9a09-a93fffd2f297,Alexander Ramirez,erkak,32,Ipoteka,74157987,16.16,24,2021-08-04,To'langan,Fermer,38085066,Jizzax,Jizzax,78543,1,235,3949
1187,Qoraqalpog‘iston - Taxiatosh,c81fa845-d7c7-4391-ba51-8c86ff076155,Samuel Cook,erkak,38,Biznes,39985704,11.15,48,2023-04-11,Jarayonda,Talaba,86000631,Jizzax,Jizzax,78543,2,235,3949
1188,Samarqand viloyati - Kattaqo‘rg‘on,b35d3a77-591e-446d-921e-1ee7f7aa39d5,Troy Brooks,ayol,64,Fermerlik,171067019,11.43,48,2025-09-23,Kechikkan,Boshqaruvchi,39116094,Jizzax,G‘allaorol,17080,1,240,1129
1189,Namangan viloyati - Namangan,db355c24-393c-448c-9f11-8fed265d6ab7,Brianna Nicholson,ayol,64,Ipoteka,217056839,17.66,72,2024-06-20,Kechikkan,O'qituvchi,18167565,Namangan,Namangan,54601,2,222,2839
1190,Andijon viloyati - Andijon,c8d7cd88-1667-4bc4-931b-5f150c036ffb,Corey Hamilton,erkak,36,Ipoteka,456722708,10.26,12,2024-06-30,To'langan,O'qituvchi,14929015,Toshkent shahri,Sergeli,193458,2,98,4762
1191,Sirdaryo viloyati - Guliston,f5e66e36-caa5-408a-91a9-f3aa11841dbc,Haley Williams,erkak,39,Biznes,130627977,21.32,72,2023-06-16,Jarayonda,Talaba,41090229,Xorazm,Urganch,236963,3,257,4614
1192,Sirdaryo viloyati - Guliston,c3c9a621-7e8b-4a11-88c5-14d8d9d4c0fe,Noah Wood,erkak,37,Fermerlik,458946576,15.6,60,2023-06-05,Kechikkan,Fermer,74565231,Navoiy,Qiziltepa,13911,1,247,598
1193,Navoiy viloyati - Navoiy,d41f98b0-c90a-4041-9632-ccef671c2b72,Jasmine Harrell,ayol,57,Avtokredit,72084781,22.61,60,2022-09-08,Kechikkan,Tadbirkor,98318065,Andijon,Shahrixon,337056,3,228,20126
1194,Toshkent viloyati - Chirchiq,16cbb62b-eb25-43c0-a414-afdc582d3208,Richard Blankenship,erkak,33,Biznes,20466120,16.74,24,2022-12-04,To'langan,Boshqaruvchi,35417072,Navoiy,Navoiy,40472,0,231,4876
1195,Sirdaryo viloyati - Guliston,c5f128f3-5aaa-43ed-949f-5fdeed63761b,Denise Casey,erkak,61,Ta'lim,432863939,18.2,24,2021-12-08,To'langan,Talaba,79368997,Jizzax,G‘allaorol,17080,0,240,1129
1196,Qashqadaryo viloyati - Kitob,426e525c-8f3e-4f89-9175-8e3b3ec2236c,Tracey Conner,ayol,19,Avtokredit,87983506,10.18,24,2024-06-08,Kechikkan,Talaba,25615558,Qoraqalpogʻiston Respublikasi,Nukus,550856,7,230,52910
1197,Andijon viloyati - Andijon,1e9c49fc-015a-491d-a6d4-ce24bd0837cc,Julie Simpson,erkak,20,Avtokredit,329487841,13.02,60,2021-11-07,Jarayonda,Boshqaruvchi,92782470,Jizzax,Jizzax,78543,2,235,3949
1198,Farg‘ona viloyati - Farg‘ona,3a29990d-645a-4497-8a5e-d0be819ab5a3,Jennifer Herrera,erkak,55,Ipoteka,182795256,24.16,60,2022-05-27,To'langan,Boshqaruvchi,81723873,Navoiy,Zarafshon,20067,0,227,666
1199,Namangan viloyati - Namangan,680cebd2-9f54-4383-b682-190e312b9f2f,Jennifer Stevens,ayol,36,Biznes,179350825,22.24,48,2025-05-14,To'langan,Talaba,22462603,Fargʻona,Qo‘qon,283539,3,211,26120
1200,Sirdaryo viloyati - Guliston,2961d2c6-2e94-4d50-807b-bf7bf56f9aa7,Laura Miller,ayol,27,Fermerlik,440658753,18.22,72,2022-02-03,Kechikkan,Talaba,20259767,Toshkent shahri,Shayxontohur,680292,8,83,77932
1201,Jizzax viloyati - Do‘stlik,373fb46d-64db-40c3-8050-ec48c08be50b,John Wright,erkak,42,Fermerlik,380329568,17.37,24,2024-04-30,Jarayonda,Ishchi,51509589,Sirdaryo,Shirin,77686,1,255,9183
1202,Namangan viloyati - Chortoq,9e6e8afd-8549-456b-8110-a069765c9e00,Lindsey Hicks,erkak,31,Ta'lim,375582835,24.97,72,2024-08-02,Jarayonda,O'qituvchi,67342830,Namangan,Pop,440092,4,239,25049
1203,Surxondaryo viloyati - Denov,aea04134-f7f6-4cbf-b5b6-9dcdee945109,Janice Rosales,erkak,41,Avtokredit,378067054,11.45,24,2021-01-27,To'langan,Tadbirkor,72371652,Jizzax,Jizzax,78543,1,235,3949
1204,Navoiy viloyati - Navoiy,51239d4a-3cb4-4a3f-b1d0-4dcc47aa23d9,Mr. Jamie Mack,erkak,69,Fermerlik,459214763,17.37,36,2020-12-19,Jarayonda,Tadbirkor,42496013,Sirdaryo,Guliston,55176,2,235,4862
1205,Surxondaryo viloyati - Sherobod,5b17a6a3-a386-4e98-b9ef-7bb92eea3c6c,Vickie Evans,erkak,53,Ipoteka,286141329,17.77,24,2025-06-20,Kechikkan,Talaba,12287737,Namangan,Chortoq,210264,2,236,9822
1206,Surxondaryo viloyati - Denov,8dbfe182-8633-4de4-b95c-7a25d258f7c8,Charles Duncan,erkak,20,Avtokredit,170197400,20.51,60,2021-03-05,To'langan,O'qituvchi,88329787,Buxoro,Buxoro,1000,0,218,59
1207,Surxondaryo viloyati - Sherobod,3e27c1a3-541b-4de8-81b4-16296e7fae21,Alisha Vega,ayol,28,Ipoteka,20640335,17.46,12,2024-10-22,Kechikkan,Talaba,7532713,Navoiy,Zarafshon,20067,1,227,666
1208,Qoraqalpog‘iston - Nukus,14584ceb-80af-4cd7-a3c3-2e52db448591,Christian Berry,ayol,25,Fermerlik,141261552,20.45,12,2025-03-04,Jarayonda,Fermer,30349353,Toshkent viloyati,Bekobod,360270,5,102,12267
1209,Jizzax viloyati - Jizzax,a1287c4a-47df-4901-8c2e-f0e930220a1d,Timothy Miranda,ayol,34,Ta'lim,458189840,22.1,60,2023-08-12,Kechikkan,Tadbirkor,98334400,Toshkent viloyati,Yangiyo‘l,9906,1,127,324
1210,Andijon viloyati - Andijon,0e5ef305-3a53-4bdf-85a4-83e28c1fb260,William Jefferson,ayol,29,Avtokredit,396477417,11.01,60,2024-07-30,To'langan,Fermer,39063241,Qashqadaryo,Beshkent,21916,0,78,1784
1211,Surxondaryo viloyati - Sherobod,211e900a-d6be-4088-9cb5-7d38a3b317e1,Tara West,erkak,52,Fermerlik,468212990,18.4,72,2025-06-24,Jarayonda,Ishchi,25400506,Andijon,Asaka,302451,3,236,42183
1212,Toshkent viloyati - Chirchiq,05336f81-0245-4b39-bac8-449f81f5c3dd,Miguel Jones,ayol,61,Biznes,266463324,22.9,60,2023-05-18,Jarayonda,O'qituvchi,47112515,Fargʻona,Marg‘ilon,251803,4,266,15042
1213,Jizzax viloyati - G‘allaorol,a26a1d13-835c-46c5-a064-b8a80400b647,Joanne Hinton,erkak,25,Ipoteka,69266896,23.73,12,2022-06-08,Jarayonda,Tadbirkor,56587961,Xorazm,Urganch,236963,3,257,4614
1214,Qashqadaryo viloyati - Koson,b9646efd-4db4-40b7-a196-7fb418719c06,Erika Fitzgerald,ayol,18,Fermerlik,494127677,17.09,12,2024-01-18,Kechikkan,Ishchi,79463797,Qoraqalpogʻiston Respublikasi,Taxiatosh,149634,1,241,14462
1215,Andijon viloyati - Shahrixon,f04e4d03-d5dc-473e-92d5-c99081e8ae3b,Teresa Warner,erkak,44,Avtokredit,458428131,14.36,12,2024-05-26,Jarayonda,O'qituvchi,18220484,Xorazm,Urganch,236963,2,257,4614
1216,Qoraqalpog‘iston - Chimboy,233b3f4d-97d7-4ed1-b137-d4817f768004,Thomas White,erkak,45,Biznes,221287133,16.48,72,2022-04-10,To'langan,Fermer,11986273,Sirdaryo,Guliston,55176,2,235,4862
1217,Samarqand viloyati - Nurobod,b02a571b-6e9e-4a80-96a6-d4cb3562998f,Eric Boyer,ayol,52,Ta'lim,470917425,15.11,72,2024-07-04,Kechikkan,Ishchi,61387557,Andijon,Andijon,535564,5,230,5751
1218,Samarqand viloyati - Nurobod,ebf2c5da-47ab-4920-b19b-d9a81140f4dd,Tonya Robinson,erkak,19,Fermerlik,490909979,14.02,48,2021-02-03,Kechikkan,Ishchi,55488890,Jizzax,Do‘stlik,92508,2,249,6524
1219,Sirdaryo viloyati - Shirin,693ffab3-1f2d-47a4-829c-a2fe45bb8ee2,Patricia Bennett,ayol,30,Avtokredit,474592373,22.88,12,2024-09-03,Jarayonda,Tadbirkor,9447110,Xorazm,Xiva,26077,1,243,1762
